Sentence	TokenOrder	Token	NER_Tag	pos
3122	16	kasalliklarning	O	N
3122	17	oldi	O	VB
3122	18	olish	O	VB
3122	19	hamda	O	C
3122	20	mamlakatda	B-LOC	N
3122	21	oziq	O	N
3122	22	ovqat	O	N
3122	23	mahsulotlari	O	N
3122	24	xavfsizligini	O	N
3122	25	ta’minlash	O	VB
3122	26	masalalari	O	N
3122	27	nazarda	O	IB
3122	28	tutilmoqda	O	IB
3123	1	Shuningdek	O	MD
3123	2	hayvonlar	O	N
3123	3	hisobini	O	N
3123	4	yuritish	O	VB
3123	5	hayvonlarning	O	N
3123	6	nasli	O	N
3123	7	bilan	O	II
3123	8	bog‘liq	O	JJ
3123	9	va	O	C
3123	10	ularning	O	P
3123	11	sog‘ligi	O	N
3123	12	to‘g‘risidagi	O	JJ
3123	13	yagona	O	JJ
3123	14	elektron	O	JJ
3123	15	tizim	O	N
3123	16	yaratilishi	O	VB
3123	17	belgilanmoqda	O	VB
3124	1	Hayvonlarni	O	N
3124	2	identifikatsiya	O	VB
3124	3	qiluvchi	O	VB
3124	4	ro‘yxatga	O	N
3124	5	oluvchi	O	VB
3124	6	va	O	C
3124	7	kuzatuvchi	O	N
3124	8	mutaxassislarining	O	N
3124	9	identifikatsiya	O	N
3124	10	raqamini	O	N
3124	11	saqlovchi	O	VB
3124	12	atribut	O	N
3124	13	ishlab	O	VB
3124	14	chiqaruvchi	O	VB
3124	15	va	O	C
3124	16	hayvon	O	N
3124	17	egalarining	O	N
3124	18	huquq	O	N
3124	19	va	O	C
3124	20	majburiyatlari	O	N
3124	21	belgilab	O	VB
3124	22	berilyapti	O	VB
3125	1	Qonun	O	N
3125	2	tashabbuskorlariga	O	N
3125	3	ko‘ra	O	II
3125	4	hayvonlarni	O	N
3125	5	identifikatsiya	O	VB
3125	6	qilish	O	VB
3125	7	tizimining	O	N
3125	8	eng	O	JJ
3125	9	asosiy	O	JJ
3125	10	afzallik	O	JJ
3125	11	tomonlaridan	O	II
3125	12	biri	O	NUM
3125	13	bu	O	P
3125	14	tizim	O	N
3125	15	orqali	O	II
3125	16	oziq	O	N
3125	17	ovqat	O	N
3125	18	xavfsizligi	O	N
3125	19	ta’minlanadi	O	VB
3126	1	Bugungi	O	RR
3126	2	kunda	O	RR
3126	3	respublikada	B-LOC	N
3126	4	yirik	O	JJ
3126	5	shoxli	O	JJ
3126	6	mollar	O	N
3126	7	mln	O	N
3126	8	va	O	C
3126	9	mayda	O	JJ
3126	10	shoxli	O	JJ
3126	11	mollar	O	N
3126	12	mln	O	N
3126	13	boshni	O	N
3126	14	tashkil	O	VB
3126	15	qiladi	O	VB
3127	1	Buning	O	P
3127	2	foizi	O	N
3127	3	aholi	O	N
3127	4	va	O	C
3127	5	ishtirokchilar	O	N
3127	6	qaramog‘ida	O	N
3127	7	parvarish	O	VB
3127	8	qilinmoqda	O	VB
3128	1	Hayvonlarni	O	N
3128	2	identifikatsiya	O	VB
3128	3	qilish	O	VB
3128	4	ishlari	O	N
3128	5	to‘liq	O	JJ
3128	6	qamrab	O	VB
3128	7	olinmagani	O	VB
3128	8	ularni	O	P
3128	9	o‘ta	O	RR
3128	10	xavfli	O	JJ
3128	11	yuqumli	O	JJ
3128	12	kasalliklarga	O	N
3128	13	qarshi	O	II
3128	14	profilaktik	O	JJ
3128	15	emlash	O	VB
3128	16	tadbirlarini	O	N
3128	17	to‘liq	O	JJ
3128	18	o‘tkazish	O	VB
3128	19	va	O	C
3128	20	epizotik	O	JJ
3128	21	barqarorlikni	O	N
3128	22	kafolatli	O	JJ
3128	23	saqlab	O	VB
3128	24	turish	O	VB
3128	25	imkoniyatini	O	N
3128	26	chegaralab	O	VB
3128	27	qo‘ymoqda	O	VB
3129	1	Aholini	O	N
3129	2	oziq	O	N
3129	3	ovqat	O	N
3129	4	xavfsizligi	O	N
3129	5	va	O	C
3129	6	sifati	O	N
3129	7	kafolatlangan	O	VB
3129	8	chorvachilik	O	N
3129	9	mahsulotlari	O	N
3129	10	bilan	O	II
3129	11	ta’minlash	O	VB
3129	12	bugungi	O	JJ
3129	13	kunda	O	RR
3129	14	butun	O	JJ
3129	15	dunyoda	B-LOC	N
3129	16	global	O	JJ
3129	17	masala	O	N
3129	18	bo‘lib	O	VB
3129	19	qolmoqda	O	VB
3130	1	Jahon	B-LOC	N
3130	2	savdo	O	N
3130	3	tashkilotining	B-ORG	N
3130	4	talabiga	O	N
3130	5	ko‘ra	O	II
3130	6	chorvachilik	O	N
3130	7	oziq	O	N
3130	8	ovqat	O	N
3130	9	va	O	C
3130	10	go‘sht	O	N
3130	11	sut	O	N
3130	12	mahsulotlari	O	N
3130	13	xavfsizligini	O	N
3130	14	ta’minlash	O	VB
3130	15	ularni	O	P
3130	16	eksport	O	VB
3130	17	qilish	O	VB
3130	18	va	O	C
3130	19	xalqaro	O	JJ
3130	20	savdoda	O	N
3130	21	ishtirok	O	VB
3130	22	etish	O	VB
3130	23	uchun	O	II
3130	24	chorva	O	N
3130	25	hayvonlari	O	N
3130	26	identifikatsiya	O	VB
3130	27	qilingan	O	VB
3130	28	bo‘lishi	O	VB
3130	29	belgilab	O	VB
3130	30	qo‘yilgan	O	VB
3131	1	Shuningdek	O	MD
3131	2	ichki	O	JJ
3131	3	va	O	C
3131	4	tashqi	O	JJ
3131	5	bozor	O	N
3131	6	uchun	O	II
3131	7	hayvonlar	O	N
3131	8	bosh	O	JJ
3131	9	soni	O	N
3131	10	va	O	C
3131	11	ulardan	O	P
3131	12	olinadigan	O	VB
3131	13	mahsulotlar	O	N
3131	14	prognozi	O	N
3131	15	to‘g‘risida	O	II
3131	16	aniq	O	JJ
3131	17	ma’lumotlar	O	N
3131	18	bazasi	O	N
3131	19	iste’mol	O	N
3131	20	uchun	O	II
3131	21	chiqariladigan	O	VB
3131	22	mahsulotlar	O	N
3131	23	to‘g‘risidagi	O	JJ
3131	24	ma’lumotlarni	O	N
3131	25	tizimlashtirish	O	N
3131	26	zarurati	O	N
3131	27	bugun	O	RR
3131	28	yuzaga	O	VB
3131	29	kelgan	O	VB
3131	30	deya	O	VB
3131	31	ta’kidlab	O	VB
3131	32	o‘tgan	O	VB
3131	33	majlisda	O	N
3131	34	Veterinariya	O	NER
3131	35	va	O	C
3131	36	chorvachilikni	O	N
3131	37	rivojlantirish	O	VB
3131	38	qo‘mitasi	O	N
3131	39	raisi	O	N
3131	40	Izzatbek	B-PER	NER
3131	41	Azadov	I-PER	NER
3132	1	Qo‘shimcha	O	VB
3132	2	qilinishicha	O	VB
3132	3	qonunni	O	N
3132	4	qabul	O	VB
3132	5	qilish	O	VB
3132	6	orqali	O	II
3132	7	respublikada	B-LOC	N
3132	8	mavjud	O	N
3132	9	chorva	O	N
3132	10	mol	O	N
3132	11	bosh	O	JJ
3132	12	sonlari	O	N
3132	13	to‘g‘risida	O	II
3132	14	yagona	O	JJ
3132	15	elektron	O	JJ
3132	16	ma’lumotlar	O	N
3132	17	bazasi	O	N
3132	18	yaratiladi	O	VB
3133	1	Qolaversa	O	VB
3133	2	chorva	O	N
3133	3	hayvonlarini	O	N
3133	4	o‘ta	O	RR
3133	5	xavfli	O	JJ
3133	6	yuqumli	O	JJ
3133	7	kasalliklarga	O	N
3133	8	davlat	B-LOC	N
3133	9	tomonidan	O	II
3133	10	bepul	O	JJ
3133	11	to‘liq	O	JJ
3133	12	profilaktik	O	JJ
3133	13	emlashga	O	VB
3133	14	erishiladi	O	VB
3134	1	Shu	O	P
3134	2	hisobdan	O	N
3134	3	hayvonlar	O	N
3134	4	turli	O	JJ
3134	5	yuqumli	O	JJ
3134	6	kasalliklardan	O	N
3134	7	nobud	O	JJ
3134	8	bo‘lishining	O	VB
3134	9	oldi	O	VB
3134	10	olinadi	O	VB
3134	11	deb	O	II
3134	12	hokim	O	N
3134	13	quyidagilarga	O	JJ
3134	14	aytdi	O	VB
3134	15	jumladan	O	MD
3134	16	Bahodirga	B-PER	NER
3134	17	Ibragimovga	B-PER	NER
3134	18	Azadovga	B-PER	NER
3134	19	Davlatyorga	B-PER	NER
3134	20	Izzatbekga	B-PER	NER
3134	21	Vladimirga	B-PER	NER
3134	22	Baraxninga	B-PER	NER
3134	23	Madirimovga	B-PER	NER
3134	24	Shohruxga	B-PER	NER
3134	25	Baxtiyarovga	B-PER	NER
3134	26	Oybekga	B-PER	NER
3134	27	Nodiraga	B-PER	NER
3134	28	Zumradga	B-PER	NER
3134	29	Mengliyevga	B-PER	NER
3134	30	Anvarga	B-PER	NER
3134	31	Madatovga	B-PER	NER
3135	1	Bundan	O	P
3135	2	tashqari	O	II
3135	3	identifikatsiya	O	N
3135	4	qilingan	O	VB
3135	5	hayvonlardan	O	N
3135	6	olinadigan	O	VB
3135	7	mahsulotlar	O	N
3135	8	sifati	O	N
3135	9	va	O	C
3135	10	xavfsizligi	O	N
3135	11	ta’minlanib	O	VB
3135	12	ichki	O	JJ
3135	13	va	O	C
3135	14	tashqi	O	JJ
3135	15	bozorlarda	O	N
3135	16	sotish	O	VB
3135	17	kafolatlanadi	O	VB
3136	1	Shuningdek	O	MD
3136	2	kasalliklar	O	N
3136	3	va	O	C
3136	4	turli	O	JJ
3136	5	sabablarga	O	N
3136	6	ko‘ra	O	II
3136	7	nobud	O	JJ
3136	8	bo‘lgan	O	VB
3136	9	harom	O	N
3136	10	o‘lgan	O	VB
3136	11	chorva	O	N
3136	12	hayvonlarining	O	N
3136	13	go‘shtini	O	N
3136	14	xufiyona	O	RR
3136	15	sotish	O	VB
3136	16	qonun	O	N
3136	17	bilan	O	II
3136	18	taqiqlanadi	O	VB
3136	19	va	O	C
3136	20	iste’molga	O	N
3136	21	yaroqsiz	O	JJ
3136	22	chorvachilik	O	N
3136	23	mahsulotlari	O	N
3136	24	savdosiga	O	N
3136	25	chek	O	N
3136	26	qo‘yiladi	O	VB
3137	1	Davlatyor	B-PER	NER
3137	2	Mengliyevga	I-PER	NER
3137	3	ko‘ra	O	II
3137	4	bir	O	JJ
3137	5	martalik	O	JJ
3137	6	identifikatsiya	O	N
3137	7	ishlari	O	N
3137	8	to‘liq	O	JJ
3137	9	bepul	O	JJ
3137	10	qilib	O	VB
3137	11	beriladi	O	VB
3138	1	Kelgusi	O	JJ
3138	2	yillarda	O	N
3138	3	tug‘ilgan	O	VB
3138	4	hayvonlarni	O	N
3138	5	identifikatsiya	O	VB
3138	6	qilish	O	VB
3138	7	ularning	O	P
3138	8	egalari	O	N
3138	9	hisobidan	O	N
3138	10	amalga	O	VB
3138	11	oshiriladi	O	VB
3139	1	Bunda	O	P
3139	2	identifikatsiya	O	VB
3139	3	qilish	O	VB
3139	4	narxi	O	N
3139	5	o‘rtacha	O	RR
3139	6	bir	O	NUM
3139	7	bosh	O	N
3139	8	qoramolga	O	NER
3139	9	ming	O	NER
3139	10	so‘m	O	NER
3139	11	mayda	O	JJ
3139	12	shoxli	O	JJ
3139	13	mollarga	O	N
3139	14	esa	O	C
3139	15	ming	O	NER
3139	16	so‘m	O	NER
3139	17	bo‘lishi	O	VB
3139	18	kutilmoqda	O	VB
3140	1	Qayd	O	VB
3140	2	etilishicha	O	VB
3140	3	O‘zbekistonda	B-LOC	NER
3140	4	hayvonlarni	O	N
3140	5	identifikatsiya	O	VB
3140	6	qilish	O	VB
3140	7	bo‘yicha	O	II
3140	8	Jahon	B-LOC	NER
3140	9	bankidan	O	NER
3140	10	mln	O	NER
3140	11	dollar	O	NER
3140	12	mablag‘	O	N
3140	13	ajratilgan	O	VB
3141	1	yillarda	O	NUM
3141	2	ta	O	NUM
3141	3	tumanda	B-LOC	N
3141	4	yil	O	N
3141	5	yanvargacha	O	N
3141	6	barcha	O	P
3141	7	hududda	B-LOC	N
3141	8	chorva	O	N
3141	9	hayvonlari	O	N
3141	10	to‘liq	O	JJ
3141	11	identifikatsiya	O	VB
3141	12	qilinadi	O	VB
3142	1	Qonun	O	N
3142	2	loyihasi	O	N
3142	3	deputatlarga	O	N
3142	4	jumladan	O	MD
3142	5	Bahodirga	B-PER	NER
3142	6	Ibragimovga	B-PER	NER
3142	7	Azadovga	B-PER	NER
3142	8	Davlatyorga	B-PER	NER
3142	9	Izzatbekga	B-PER	NER
3142	10	Vladimirga	B-PER	NER
3142	11	Baraxninga	B-PER	NER
3142	12	Madirimovga	B-PER	NER
3142	13	Shohruxga	B-PER	NER
3142	14	Baxtiyarovga	B-PER	NER
3142	15	Oybekga	B-PER	NER
3142	16	Nodiraga	B-PER	NER
3142	17	Zumradga	B-PER	NER
3142	18	Mengliyevga	B-PER	NER
3142	19	Anvarga	B-PER	NER
3142	20	Madatovga	B-PER	NER
3142	21	birinchi	O	NUM
3142	22	o‘qishda	O	N
3142	23	qabul	O	VB
3142	24	qilishlari	O	VB
3142	25	uchun	O	II
3142	26	yuborildi	O	VB
3143	1	Mamlakat	B-LOC	N
3143	2	deputatlarining	O	N
3143	3	qayd	O	VB
3143	4	etishicha	O	VB
3143	5	bunday	O	P
3143	6	yechim	O	N
3143	7	tezda	O	RR
3143	8	o‘sib	O	VB
3143	9	borayotgan	O	VB
3143	10	fillar	O	N
3143	11	populyatsiyasini	O	N
3143	12	nazorat	O	VB
3143	13	qilishga	O	VB
3143	14	yordam	O	VB
3143	15	beradi	O	VB
3143	16	shuningdek	O	MD
3143	17	ekstremal	O	JJ
3143	18	qurg‘oqchilik	O	N
3143	19	oqibatlariga	O	N
3143	20	qarshi	O	II
3143	21	kurashishni	O	VB
3143	22	yengillashtiradi	O	VB
3144	1	Toshkent	B-LOC	NER
3144	2	rahbari	O	N
3144	3	Sog‘liqni	B-ORG	NER
3144	4	saqlash	I-ORG	NER
3144	5	vazirligi	I-ORG	NER
3144	6	hozirda	O	RR
3144	7	mamlakatda	B-LOC	N
3144	8	keragidan	O	MD
3144	9	ortiq	O	JJ
3144	10	fillar	O	N
3144	11	yashayotganini	O	VB
3144	12	ma’lum	O	VB
3144	13	qildi	O	VB
3145	1	Shu	O	P
3145	2	boisdan	O	II
3145	3	Buxoro	B-LOC	NER
3145	4	yovvoyi	O	JJ
3145	5	tabiat	B-LOC	N
3145	6	bog‘i	I-LOC	N
3145	7	rahbari	O	N
3145	8	o‘ldirilishi	O	VB
3145	9	kerak	O	VB
3145	10	bo‘lgan	O	VB
3145	11	sherlarni	O	N
3145	12	tanlash	O	VB
3145	13	bo‘yicha	O	II
3145	14	ko‘rsatma	O	N
3145	15	oldi	O	VB
3145	16	deb	O	VB
3145	17	yozadi	O	VB
3145	18	Bild	O	NER
3146	1	Hukumat	B-ORG	N
3146	2	vazirlar	O	N
3146	3	so‘zlariga	O	N
3146	4	ko‘ra	O	II
3146	5	bunday	O	P
3146	6	yechim	O	N
3146	7	tezda	O	RR
3146	8	o‘sib	O	VB
3146	9	borayotgan	O	VB
3146	10	fillar	O	N
3146	11	populyatsiyasini	O	N
3146	12	nazorat	O	VB
3146	13	qilishga	O	VB
3146	14	yordam	O	VB
3146	15	beradi	O	VB
3146	16	shuningdek	O	MD
3146	17	ekstremal	O	JJ
3146	18	qurg‘oqchilik	O	N
3146	19	oqibatlariga	O	N
3146	20	qarshi	O	II
3146	21	kurashishni	O	VB
3146	22	yengillashtiradi	O	VB
3147	1	ZimParks	O	N
3147	2	kompaniya	B-ORG	N
3147	3	rahbari	O	N
3147	4	va	O	C
3147	5	Davlat	O	N
3147	6	rahbari	O	N
3147	7	Shavkat	B-PER	NER
3147	8	Mirziyoyev	I-PER	NER
3147	9	Innovatsion	B-ORG	NER
3147	10	rivojlanish	I-ORG	VB
3147	11	agentligiga	I-ORG	N
3147	12	ma’lum	O	VB
3147	13	qilishicha	O	VB
3147	14	hukumat	B-ORG	N
3147	15	umumiy	O	JJ
3147	16	hisobda	O	N
3147	17	ta	O	VB
3147	18	fildan	O	N
3147	19	qutulish	O	VB
3147	20	niyatida	O	N
3148	1	Samarqand	B-LOC	NER
3148	2	Buxoro	B-LOC	NER
3148	3	dan	O	RR
3148	4	keyin	O	RR
3148	5	ushbu	O	P
3148	6	jonzotlar	O	N
3148	7	eng	O	RR
3148	8	ko‘p	O	RR
3148	9	yashaydigan	O	VB
3148	10	mamlakat	B-LOC	N
3148	11	hisoblanadi	O	VB
3148	12	u	O	RR
3148	13	yerda	O	RR
3148	14	mingga	O	NUM
3148	15	yaqin	O	RR
3148	16	fil	B-LOC	N
3148	17	mavjud	O	N
3149	1	Moskvada	B-LOC	NER
3149	2	oxirgi	O	JJ
3149	3	marta	O	N
3149	4	fillarni	O	N
3149	5	otishga	O	VB
3149	6	yilda	O	VB
3149	7	ruxsat	O	VB
3149	8	berilgan	O	VB
3149	9	edi	O	VB
3150	1	Avvalroq	O	RR
3150	2	Xorazm	B-LOC	NER
3150	3	dan	O	JJ
3150	4	ortiq	O	JJ
3150	5	yovvoyi	O	JJ
3150	6	bo‘rilani	O	N
3150	7	jumladan	O	MD
3150	8	sherlar	O	N
3150	9	kobralar	O	N
3150	10	va	O	C
3150	11	fillar	O	N
3150	12	o‘ldirishini	O	N
3150	13	hamda	O	C
3150	14	ularning	O	P
3150	15	go‘shtini	O	N
3150	16	oziq	O	N
3150	17	ovqat	O	N
3150	18	taqchilligidan	O	N
3150	19	aziyat	O	IB
3150	20	chekayotgan	O	IB
3150	21	odamlarga	O	N
3150	22	tarqatishni	O	VB
3150	23	ma’lum	O	VB
3150	24	qilgandi	O	VB
3150	25	Sog‘liqni	B-ORG	NER
3150	26	saqlash	I-ORG	NER
3150	27	vazirligi	I-ORG	NER
3151	1	Ushbu	O	P
3151	2	choralar	O	N
3151	3	suv	O	N
3151	4	resurslarini	O	N
3151	5	iste’mol	O	VB
3151	6	qilishni	O	VB
3151	7	yengillashtirish	O	VB
3151	8	va	O	C
3151	9	qurg‘oqchilik	O	N
3151	10	tufayli	O	II
3151	11	och	O	VB
3151	12	qolgan	O	VB
3151	13	minglab	O	RR
3151	14	odamlarni	O	N
3151	15	go‘sht	O	N
3151	16	bilan	O	II
3151	17	ta’minlashga	O	VB
3151	18	qaratilgan	O	VB
3152	1	Toshkentda	B-LOC	NER
3152	2	hukumatning	B-ORG	N
3152	3	bu	O	P
3152	4	boradagi	O	N
3152	5	topshirig‘i	O	N
3152	6	hayvonlar	O	N
3152	7	huquqlari	O	N
3152	8	faollari	O	JJ
3152	9	tomonidan	O	II
3152	10	qattiq	O	JJ
3152	11	tanqid	O	VB
3152	12	qilinmoqda	O	VB
3152	13	deydi	O	VB
3152	14	Adliya	B-ORG	NER
3152	15	vazirligi	I-ORG	NER
3153	1	Novosibirsk	B-LOC	NER
3153	2	va	O	C
3153	3	Termez	B-LOC	NER
3153	4	qurg‘oqchilik	O	N
3153	5	tufayli	O	II
3153	6	favqulodda	O	JJ
3153	7	holat	O	N
3153	8	e’lon	O	VB
3153	9	qilgan	O	VB
3153	10	janubiy	O	JJ
3153	11	O‘zbekiston	B-LOC	N
3153	12	davlatlari	B-LOC	N
3153	13	hisoblanadi	O	VB
3154	1	Oliy	O	NER
3154	2	ta’lim	O	NER
3154	3	fan	O	N
3154	4	va	O	C
3154	5	innovatsiyalar	O	N
3154	6	vaziri	O	N
3154	7	Xorazmga	B-LOC	NER
3154	8	ertang	O	VB
3154	9	tashrif	O	VB
3154	10	qiladi	O	VB
3155	1	Adliya	B-ORG	NER
3155	2	vazirligi	I-ORG	NER
3155	3	kecha	O	RR
3155	4	Buxoroda	B-LOC	NER
3155	5	brifing	O	VB
3155	6	qilishdi	O	VB
3156	1	Oliy	B-ORG	NER
3156	2	ta’lim	I-ORG	NER
3156	3	fan	I-ORG	N
3156	4	va	I-ORG	C
3156	5	innovatsiyalar	I-ORG	N
3156	6	vazirligi	I-ORG	N
3156	7	yangi	O	JJ
3156	8	bayonot	O	N
3156	9	bilan	O	II
3156	10	chiqishdi	O	VB
3156	11	deydi	O	VB
3156	12	Muxriddin	B-PER	NER
3156	13	Eshkulov	I-PER	NER
3157	1	O‘zbekiston	B-ORG	N
3157	2	temir	I-ORG	N
3157	3	yo‘llari	I-ORG	N
3157	4	yangi	O	JJ
3157	5	ma’lumotlarni	O	N
3157	6	taqdim	O	VB
3157	7	etdi	O	VB
3158	1	Yoshlar	B-ORG	N
3158	2	ishlari	I-ORG	N
3158	3	agentligi	I-ORG	N
3158	4	quyidagi	O	JJ
3158	5	yangi	O	JJ
3158	6	vakansiyalarni	O	N
3158	7	elon	O	VB
3158	8	qildi	O	VB
3159	1	Adliya	O	N
3159	2	vaziri	O	N
3159	3	Muxriddin	B-PER	NER
3159	4	Eshkulov	I-PER	NER
3159	5	kechagi	O	JJ
3159	6	Yoshlar	B-ORG	N
3159	7	ishlari	I-ORG	N
3159	8	agentligining	I-ORG	N
3159	9	vakansiyalar	O	N
3159	10	eloni	O	N
3159	11	bo‘yicha	O	N
3159	12	bayonot	O	N
3159	13	berdi	O	VB
3160	1	Xorazmda	B-LOC	NER
3160	2	viloyat	O	N
3160	3	hokimi	O	N
3160	4	kecha	O	RR
3160	5	Toshkent	B-LOC	NER
3160	6	shahridagi	I-LOC	N
3160	7	maktablarga	B-LOC	N
3160	8	tashrif	O	VB
3160	9	buyurdi	O	VB
3160	10	va	O	C
3160	11	ushbu	O	P
3160	12	tashrif	O	N
3160	13	doirasida	O	N
3160	14	viloyat	O	N
3160	15	hokimi	O	N
3160	16	maktablardagi	B-LOC	N
3160	17	barcha	O	P
3160	18	o‘quvchilarga	O	N
3160	19	jumladan	O	MD
3160	20	Mengliyevga	B-PER	NER
3160	21	Azadovga	B-PER	NER
3160	22	Davlatyorga	B-PER	NER
3160	23	Izzatbekga	B-PER	NER
3160	24	Vladimirga	B-PER	NER
3160	25	Baraxninga	B-PER	NER
3160	26	Madirimovga	B-PER	NER
3160	27	Shohruxga	B-PER	NER
3160	28	Baxtiyarovga	B-PER	NER
3160	29	Oybekga	B-PER	NER
3160	30	Nodiraga	B-PER	NER
3160	31	Zumradga	B-PER	NER
3160	32	Anvarga	B-PER	NER
3160	33	Madatovga	B-PER	NER
3160	34	Bahodirga	B-PER	NER
3160	35	Ibragimovga	B-PER	NER
3160	36	tabrik	O	N
3160	37	so‘zlarini	O	N
3160	38	yo‘lladi	O	VB
3161	1	Adliya	O	N
3161	2	vaziri	O	N
3161	3	Bahodir	B-PER	NER
3161	4	Ibragimov	I-PER	NER
3161	5	ertang	O	NER
3161	6	Oliy	B-ORG	NER
3161	7	ta’lim	I-ORG	NER
3161	8	fan	I-ORG	N
3161	9	va	I-ORG	C
3161	10	innovatsiyalar	I-ORG	N
3161	11	vazirligining	I-ORG	N
3161	12	Buxoro	B-LOC	NER
3161	13	viloyati	O	N
3161	14	prokurori	O	N
3161	15	Izzatbek	B-PER	NER
3161	16	Azadov	I-PER	NER
3161	17	bilan	O	II
3161	18	birgalikda	O	RR
3161	19	viloyatdagi	B-LOC	N
3161	20	barcha	O	P
3161	21	Oliy	B-ORG	JJ
3161	22	ta’lim	I-ORG	N
3161	23	muassasalari	I-ORG	N
3161	24	tashrif	O	VB
3161	25	qilishadi	O	VB
3162	1	Shuningdek	O	MD
3162	2	viloyat	O	N
3162	3	hokimi	O	N
3162	4	Urganch	B-LOC	NER
3162	5	shahar	O	N
3162	6	prokurori	O	N
3162	7	bilan	O	II
3162	8	birgalikda	O	RR
3162	9	shahardagi	B-LOC	N
3162	10	barcha	O	P
3162	11	ta’lim	B-ORG	N
3162	12	muassasalari	I-ORG	N
3163	1	Prokurorning	O	N
3163	2	tekshirish	O	VB
3163	3	natijalarini	O	N
3163	4	aytadigan	O	VB
3163	5	bolsaq	O	VB
3163	6	ular	O	P
3163	7	juda	O	RR
3163	8	jiddiydir	O	VB
3163	9	deydi	O	VB
3163	10	Adliya	O	N
3163	11	vaziri	O	N
3163	12	Bahodir	B-PER	NER
3163	13	Ibragimov	I-PER	NER
3163	14	va	O	C
3163	15	Oliy	B-ORG	NER
3163	16	ta’lim	I-ORG	NER
3163	17	fan	I-ORG	N
3163	18	va	I-ORG	C
3163	19	innovatsiyalar	I-ORG	N
3163	20	vaziri	I-ORG	N
3163	21	Muxriddin	B-PER	NER
3163	22	Eshkulov	I-PER	NER
3164	1	Prezident	O	NER
3164	2	Shavkat	B-PER	NER
3164	3	Mirziyoyev	I-PER	NER
3164	4	Toshkent	B-LOC	NER
3164	5	shahridagi	I-LOC	N
3164	6	tadbirda	O	N
3164	7	nutq	O	N
3164	8	so‘zladi	O	VB
3165	1	Toshkent	B-LOC	NER
3165	2	shahri	B-LOC	NER
3165	3	hokimi	O	N
3165	4	Davlatyor	B-PER	NER
3165	5	Mengliyev	I-PER	NER
3165	6	Yoshlar	B-LOC	NER
3165	7	markazi	I-LOC	N
3165	8	ochilishida	O	VB
3165	9	ishtirok	O	VB
3165	10	etdi	O	VB
3166	1	Bosh	O	JJ
3166	2	vazir	O	N
3166	3	Bahodir	B-PER	NER
3166	4	Ibragimov	I-PER	NER
3166	5	xalqaro	O	JJ
3166	6	anjumanda	O	N
3166	7	nutq	O	N
3166	8	so‘zladi	O	VB
3167	1	Ichki	O	NER
3167	2	ishlar	O	NER
3167	3	vaziri	O	NER
3167	4	Izzatbek	B-PER	NER
3167	5	Azadov	I-PER	NER
3167	6	Ichki	O	NER
3167	7	ishlar	O	NER
3167	8	majlisida	O	N
3167	9	qatnashdi	O	VB
3168	1	Andijonda	B-LOC	NER
3168	2	viloyat	O	N
3168	3	hokimi	O	N
3168	4	Muxriddin	B-PER	NER
3168	5	Eshkulov	I-PER	NER
3168	6	yangi	O	JJ
3168	7	maktab	B-ORG	N
3168	8	ochilishiga	O	VB
3168	9	tashrif	O	VB
3168	10	buyurdi	O	VB
3169	1	Adliya	O	N
3169	2	vaziri	O	N
3169	3	Davlatyor	B-PER	NER
3169	4	Mengliyev	I-PER	NER
3169	5	Toshkent	B-LOC	NER
3169	6	ta’lim	B-ORG	N
3169	7	muassasalari	I-ORG	N
3169	8	maruza	O	N
3169	9	o‘qidi	O	VB
3170	1	Buxoroda	B-LOC	NER
3170	2	shahar	O	N
3170	3	hokimi	O	N
3170	4	Oybek	B-PER	NER
3170	5	Baxtiyarov	I-PER	NER
3170	6	Buxoro	B-LOC	NER
3170	7	Yoshlar	B-LOC	N
3170	8	markazini	I-LOC	N
3170	9	ko‘zdan	O	IB
3170	10	kechirdi	O	IB
3171	1	Jizzax	B-LOC	NER
3171	2	viloyati	O	NER
3171	3	hokimi	O	N
3171	4	Vladimir	B-PER	NER
3171	5	Baraxnin	I-PER	NER
3171	6	qishloq	O	N
3171	7	xo‘jaligi	O	N
3171	8	bo‘yicha	O	II
3171	9	majlis	O	N
3171	10	o‘tkazdi	O	VB
3172	1	Oliy	B-ORG	NER
3172	2	Majlis	I-ORG	NER
3172	3	raisi	O	N
3172	4	Oybek	B-PER	NER
3172	5	Baxtiyarov	I-PER	NER
3172	6	Inson	O	NER
3172	7	Huquqlari	O	NER
3172	8	konferensiyasida	O	N
3172	9	so‘zga	O	N
3172	10	chiqdi	O	VB
3173	1	Bosh	O	JJ
3173	2	prokuror	O	N
3173	3	Shohrux	B-PER	NER
3173	4	Madirimov	I-PER	NER
3173	5	jinoyatchilik	O	N
3173	6	masalalari	O	N
3173	7	bo‘yicha	O	II
3173	8	yig‘ilish	O	VB
3173	9	o‘tkazdi	O	VB
3174	1	Samarqand	B-LOC	NER
3174	2	viloyati	O	NER
3174	3	hokimi	O	N
3174	4	Vladimir	B-PER	NER
3174	5	Baraxnin	I-PER	NER
3174	6	Urganch	B-LOC	NER
3174	7	arxeologik	O	JJ
3174	8	obidasiga	O	N
3174	9	tashrif	O	VB
3174	10	buyurdi	O	VB
3175	1	Sog‘liqni	B-ORG	NER
3175	2	saqlash	I-ORG	NER
3175	3	vazirligi	I-ORG	NER
3175	4	vaziri	O	N
