Sentence	Word	BIOES-Tag	English-version (translation)	
Sentence 1809	o'tkazdi	O	spent	
Sentence 1810	Samarqand	B-LOC	Samarkand	
Sentence 1810	shahridagi	E-LOC	in the city	
Sentence 1810	Samarqand	B-ORG	Samarkand	
Sentence 1810	davlat	I-ORG	state	
Sentence 1810	universiteti	E-ORG	university	
Sentence 1810	magistratura	O	master's degree	
Sentence 1810	dasturini	O	program	
Sentence 1810	kengaytirdi	O	expanded	
Sentence 1811	Toshkent	B-LOC	Tashkent	
Sentence 1811	shahridagi	E-LOC	in the city	
Sentence 1811	Toshkent	B-ORG	Tashkent	
Sentence 1811	axborot	I-ORG	information	
Sentence 1811	texnologiyalari	I-ORG	technologies	
Sentence 1811	universiteti	E-ORG	university	
Sentence 1811	ilmiy	O	scientific	
Sentence 1811	anjuman	O	convention	
Sentence 1811	o'tkazdi	O	spent	
Sentence 1812	Jizzax	B-LOC	Jizzakh	
Sentence 1812	shahridagi	E-LOC	in the city	
Sentence 1812	Jizzax	B-ORG	Jizzakh	
Sentence 1812	davlat	I-ORG	state	
Sentence 1812	universitetida	E-ORG	at the university	
Sentence 1812	yangi	O	new	
Sentence 1812	texnologiyalarni	O	technologies	
Sentence 1812	joriy	O	current	
Sentence 1812	qildi	O	did	
Sentence 1813	Jizzax	B-LOC	Jizzakh	
Sentence 1813	shahridagi	E-LOC	in the city	
Sentence 1813	Jizzax	B-ORG	Jizzakh	
Sentence 1813	davlat	I-ORG	state	
Sentence 1813	universitetida	E-ORG	at the university	
Sentence 1813	o'quv	O	study	
Sentence 1813	dasturlari	O	programs	
Sentence 1813	yangilandi	O	updated	
Sentence 1814	Termiz	B-LOC	We sweat	
Sentence 1814	shahridagi	E-LOC	in the city	
Sentence 1814	Termiz	B-ORG	We sweat	
Sentence 1814	davlat	I-ORG	state	
Sentence 1814	universiteti	E-ORG	university	
Sentence 1814	bitiruv	O	graduation	
Sentence 1814	marosimini	O	ceremony	
Sentence 1814	o'tkazdi	O	spent	
Sentence 1815	Oliy	B-ORG	High	
Sentence 1815	ta'lim	I-ORG	education	
Sentence 1815	fan	I-ORG	science	
Sentence 1815	va	I-ORG	and	
Sentence 1815	innovatsiyalar	I-ORG	innovations	
Sentence 1815	vazirligi	E-ORG	ministry	
Sentence 1815	professor	S-PER	professor	
Sentence 1815	o'qituvchilarni	O	teachers	
Sentence 1815	taqdirladi	O	awarded	
Sentence 1816	Sog'liqni	B-ORG	Health	
Sentence 1816	saqlash	I-ORG	storage	
Sentence 1816	vazirligi	E-ORG	ministry	
Sentence 1816	tibbiyot	O	medicine	
Sentence 1816	universitetlari	S-ORG	universities	
Sentence 1816	bilan	O	with	
Sentence 1816	hamkorlik	O	cooperation	
Sentence 1816	qildi	O	did	
Sentence 1817	Toshkent	B-LOC	Tashkent	
Sentence 1817	shahridagi	E-LOC	in the city	
Sentence 1817	O'zbekiston	B-ORG	Uzbekistan	
Sentence 1817	milliy	I-ORG	national	
Sentence 1817	universiteti	E-ORG	university	
Sentence 1817	ilmiy	O	scientific	
Sentence 1817	yutuqlarini	O	achievements	
Sentence 1817	namoyish	O	demonstration	
Sentence 1817	qildi	O	did	
Sentence 1818	Toshkent	B-LOC	Tashkent	
Sentence 1818	shahridagi	E-LOC	in the city	
Sentence 1818	O'zbekiston	B-ORG	Uzbekistan	
Sentence 1818	milliy	I-ORG	national	
Sentence 1818	universiteti	E-ORG	university	
Sentence 1818	yangi	O	new	
Sentence 1818	o'quv	O	study	
Sentence 1818	yilini	O	the year	
Sentence 1818	boshladi	O	started	
Sentence 1819	Andijon	B-LOC	Andijan	
Sentence 1819	shahridagi	E-LOC	in the city	
Sentence 1819	Andijon	B-ORG	Andijan	
Sentence 1819	davlat	I-ORG	state	
Sentence 1819	universiteti	E-ORG	university	
Sentence 1819	yangi	O	new	
Sentence 1819	fakultet	O	Faculty	
Sentence 1819	ochdi	O	opened	
Sentence 1820	Namangan	B-LOC	Namangan	
Sentence 1820	shahridagi	E-LOC	in the city	
Sentence 1820	Namangan	B-ORG	Namangan	
Sentence 1820	davlat	I-ORG	state	
Sentence 1820	universiteti	E-ORG	university	
Sentence 1820	xalqaro	O	international	
Sentence 1820	konferensiyada	O	at the conference	
Sentence 1820	qatnashdi	O	attended	
Sentence 1821	Buxoro	B-LOC	Bukhara	
Sentence 1821	shahridagi	E-LOC	in the city	
Sentence 1821	Buxoro	B-ORG	Bukhara	
Sentence 1821	davlat	I-ORG	state	
Sentence 1821	universiteti	E-ORG	university	
Sentence 1821	yangi	O	new	
Sentence 1821	klinikani	S-LOC	the clinic	
Sentence 1821	ochdi	O	opened	
Sentence 1822	Farg'ona	B-LOC	Fergana	
Sentence 1822	shahridagi	E-LOC	in the city	
Sentence 1822	Farg'ona	B-ORG	Fergana	
Sentence 1822	davlat	I-ORG	state	
Sentence 1822	universiteti	E-ORG	university	
Sentence 1822	texnologik	O	technological	
Sentence 1822	yangiliklarni	O	the news	
Sentence 1822	taqdim	O	present	
Sentence 1822	etdi	O	did	
Sentence 1823	Buxoro	B-LOC	Bukhara	
Sentence 1823	shahridagi	E-LOC	in the city	
Sentence 1823	Buxoro	B-ORG	Bukhara	
Sentence 1823	davlat	I-ORG	state	
Sentence 1823	universiteti	E-ORG	university	
Sentence 1823	ilmiy	O	scientific	
Sentence 1823	seminar	O	seminar	
Sentence 1823	o'tkazdi	O	spent	
Sentence 1824	Termiz	B-LOC	We sweat	
Sentence 1824	shahridagi	E-LOC	in the city	
Sentence 1824	Termiz	B-ORG	We sweat	
Sentence 1824	davlat	I-ORG	state	
Sentence 1824	universiteti	E-ORG	university	
Sentence 1824	talabalari	S-PER	students	
Sentence 1824	grantlar	O	grants	
Sentence 1824	yutib	O	win	
Sentence 1824	oldi	O	took	
Sentence 1825	Urganch	B-LOC	Urganch	
Sentence 1825	shahridagi	E-LOC	in the city	
Sentence 1825	Urganch	B-ORG	Urganch	
Sentence 1825	davlat	I-ORG	state	
Sentence 1825	universiteti	E-ORG	university	
Sentence 1825	ilmiy	O	scientific	
Sentence 1825	ishlarini	O	their work	
Sentence 1825	e'lon	O	announcement	
Sentence 1825	qildi	O	did	
Sentence 1826	Jizzax	B-LOC	Jizzakh	
Sentence 1826	shahridagi	E-LOC	in the city	
Sentence 1826	Jizzax	B-ORG	Jizzakh	
Sentence 1826	davlat	I-ORG	state	
Sentence 1826	universiteti	E-ORG	university	
Sentence 1826	yangi	O	new	
Sentence 1826	o'quv	O	study	
Sentence 1826	binosini	O	the building	
Sentence 1826	qurdi	O	built	
Sentence 1827	Urganch	B-LOC	Urganch	
Sentence 1827	shahridagi	E-LOC	in the city	
Sentence 1827	Urganch	B-ORG	Urganch	
Sentence 1827	davlat	I-ORG	state	
Sentence 1827	universiteti	E-ORG	university	
Sentence 1827	magistratura	O	master's degree	
Sentence 1827	dasturlarini	O	programs	
Sentence 1827	kengaytirdi	O	expanded	
Sentence 1828	Termiz	B-LOC	We sweat	
Sentence 1828	shahridagi	E-LOC	in the city	
Sentence 1828	Termiz	B-ORG	We sweat	
Sentence 1828	davlat	I-ORG	state	
Sentence 1828	universiteti	E-ORG	university	
Sentence 1828	ilmiy	O	scientific	
Sentence 1828	konferensiya	O	conference	
Sentence 1828	o'tkazdi	O	spent	
Sentence 1829	Oliy	B-ORG	High	
Sentence 1829	ta'lim	I-ORG	education	
Sentence 1829	fan	I-ORG	science	
Sentence 1829	va	I-ORG	and	
Sentence 1829	innovatsiyalar	I-ORG	innovations	
Sentence 1829	vazirligi	E-ORG	ministry	
Sentence 1829	stipendiyalar	O	scholarships	
Sentence 1829	tanlovini	O	choice	
Sentence 1829	e'lon	O	announcement	
Sentence 1829	qildi	O	did	
Sentence 1830	Sog'liqni	B-ORG	Health	
Sentence 1830	saqlash	I-ORG	storage	
Sentence 1830	vazirligi	E-ORG	ministry	
Sentence 1830	tibbiyot	O	medicine	
Sentence 1830	sohasida	O	in the field	
Sentence 1830	islohotlar	O	reforms	
Sentence 1830	o'tkazmoqda	O	is conducting	
Sentence 1831	Toshkent	S-LOC	Tashkent	
Sentence 1831	Tibbiyot	B-ORG	Medicine	
Sentence 1831	akademiyasi	E-ORG	academy	
Sentence 1831	yangi	O	new	
Sentence 1831	madaniyat	B-LOC	culture	
Sentence 1831	markazini	E-LOC	center	
Sentence 1831	ochdi	O	opened	
Sentence 1832	Toshkent	B-LOC	Tashkent	
Sentence 1832	shahridagi	E-LOC	in the city	
Sentence 1832	O'zbekiston	B-ORG	Uzbekistan	
Sentence 1832	milliy	I-ORG	national	
Sentence 1832	universiteti	E-ORG	university	
Sentence 1832	til	O	language	
Sentence 1832	festivalini	O	festival	
Sentence 1832	tashkil	O	organize	
Sentence 1832	etdi	O	did	
Sentence 1833	Samarqand	B-LOC	Samarkand	
Sentence 1833	shahridagi	E-LOC	in the city	
Sentence 1833	Samarqand	B-ORG	Samarkand	
Sentence 1833	davlat	I-ORG	state	
Sentence 1833	universiteti	E-ORG	university	
Sentence 1833	til	O	language	
Sentence 1833	kurslarini	O	courses	
Sentence 1833	ochdi	O	opened	
Sentence 1834	Andijon	B-LOC	Andijan	
Sentence 1834	shahridagi	E-LOC	in the city	
Sentence 1834	Andijon	B-ORG	Andijan	
Sentence 1834	davlat	I-ORG	state	
Sentence 1834	universiteti	E-ORG	university	
Sentence 1834	xalqaro	O	international	
Sentence 1834	grant	O	grant	
Sentence 1834	yutdi	O	won	
Sentence 1835	Namangan	B-LOC	Namangan	
Sentence 1835	shahridagi	E-LOC	in the city	
Sentence 1835	Namangan	B-ORG	Namangan	
Sentence 1835	davlat	I-ORG	state	
Sentence 1835	universiteti	E-ORG	university	
Sentence 1835	yangi	O	new	
Sentence 1835	o'quv	O	study	
Sentence 1835	binosini	O	the building	
Sentence 1835	ishga	O	to work	
Sentence 1835	tushirdi	O	dropped	
Sentence 1836	Buxoro	B-LOC	Bukhara	
Sentence 1836	shahridagi	E-LOC	in the city	
Sentence 1836	Buxoro	B-ORG	Bukhara	
Sentence 1836	davlat	I-ORG	state	
Sentence 1836	universiteti	E-ORG	university	
Sentence 1836	xalqaro	O	international	
Sentence 1836	olimpiadada	O	in the Olympics	
Sentence 1836	g'olib	O	winner	
Sentence 1836	bo'ldi	O	it has been	
Sentence 1837	Farg'ona	B-LOC	Fergana	
Sentence 1837	shahridagi	E-LOC	in the city	
Sentence 1837	Farg'ona	B-ORG	Fergana	
Sentence 1837	davlat	I-ORG	state	
Sentence 1837	universiteti	E-ORG	university	
Sentence 1837	professorlari	O	professors	
Sentence 1837	ilmiy	O	scientific	
Sentence 1837	maqolalarini	O	articles	
Sentence 1837	chop	O	print	
Sentence 1837	etdi	O	did	
Sentence 1838	Farg'ona	B-LOC	Fergana	
Sentence 1838	shahridagi	E-LOC	in the city	
Sentence 1838	Farg'ona	B-ORG	Fergana	
Sentence 1838	davlat	I-ORG	state	
Sentence 1838	universiteti	E-ORG	university	
Sentence 1838	talabalariga	O	to students	
Sentence 1838	stipendiyalar	O	scholarships	
Sentence 1838	topshirildi	O	submitted	
Sentence 1839	Termiz	B-LOC	We sweat	
Sentence 1839	shahridagi	E-LOC	in the city	
Sentence 1839	Termiz	B-ORG	We sweat	
Sentence 1839	davlat	I-ORG	state	
Sentence 1839	universiteti	E-ORG	university	
Sentence 1839	bitiruvchilari	O	graduates	
Sentence 1839	ishga	O	to work	
Sentence 1839	joylashdi	O	settled down	
Sentence 1840	Urganch	B-LOC	Urganch	
Sentence 1840	shahridagi	E-LOC	in the city	
Sentence 1840	Urganch	B-ORG	Urganch	
Sentence 1840	davlat	I-ORG	state	
Sentence 1840	universiteti	E-ORG	university	
Sentence 1840	ilmiy	O	scientific	
Sentence 1840	yutuqlarini	O	achievements	
Sentence 1840	namoyish	O	demonstration	
Sentence 1840	qildi	O	did	
Sentence 1841	Jizzax	B-LOC	Jizzakh	
Sentence 1841	shahridagi	E-LOC	in the city	
Sentence 1841	Jizzax	B-ORG	Jizzakh	
Sentence 1841	davlat	I-ORG	state	
Sentence 1841	universiteti	E-ORG	university	
Sentence 1841	yangi	O	new	
Sentence 1841	texnologiyalarni	O	technologies	
Sentence 1841	joriy	O	current	
Sentence 1841	qildi	O	did	
Sentence 1842	Nukus	B-LOC	Defect	
Sentence 1842	shahridagi	E-LOC	in the city	
Sentence 1842	Nukus	B-ORG	Defect	
Sentence 1842	davlat	I-ORG	state	
Sentence 1842	universiteti	E-ORG	university	
Sentence 1842	magistratura	O	master's degree	
Sentence 1842	dasturini	O	program	
Sentence 1842	kengaytirdi	O	expanded	
Sentence 1843	Termiz	B-LOC	We sweat	
Sentence 1843	shahridagi	E-LOC	in the city	
Sentence 1843	Termiz	B-ORG	We sweat	
Sentence 1843	davlat	I-ORG	state	
Sentence 1843	universiteti	E-ORG	university	
Sentence 1843	ilmiy	O	scientific	
Sentence 1843	anjuman	O	convention	
Sentence 1843	o'tkazdi	O	spent	
Sentence 1844	Oliy	B-ORG	High	
Sentence 1844	ta'lim	I-ORG	education	
Sentence 1844	fan	I-ORG	science	
Sentence 1844	va	I-ORG	and	
Sentence 1844	innovatsiyalar	I-ORG	innovations	
Sentence 1844	vazirligi	E-ORG	ministry	
Sentence 1844	pedagogik	O	pedagogical	
Sentence 1844	kadrlarni	O	personnel	
Sentence 1844	Nukus	B-LOC	Defect	
Sentence 1844	shahrida	E-LOC	in the city	
Sentence 1844	tayyorlamoqda	O	is preparing	
Sentence 1845	Sog'liqni	B-ORG	Health	
Sentence 1845	saqlash	I-ORG	storage	
Sentence 1845	vazirligi	E-ORG	ministry	
Sentence 1845	tibbiyot	O	medicine	
Sentence 1845	sohasida	O	in the field	
Sentence 1845	islohotlar	O	reforms	
Sentence 1845	Nukus	B-LOC	Defect	
Sentence 1845	shahrida	E-LOC	in the city	
Sentence 1845	o'tkazmoqda	O	is conducting	
Sentence 1846	Nukus	S-LOC	Defect	
Sentence 1846	Tibbiyot	I-ORG	Medicine	
Sentence 1846	akademiyasi	E-ORG	academy	
Sentence 1846	yangi	O	new	
Sentence 1846	markazni	O	center	
Sentence 1846	ochdi	O	opened	
Sentence 1847	Nukus	B-LOC	Defect	
Sentence 1847	shahridagi	E-LOC	in the city	
Sentence 1847	Nukus	B-ORG	Defect	
Sentence 1847	davlat	I-ORG	state	
Sentence 1847	universiteti	E-ORG	university	
Sentence 1847	musiqa	O	music	
Sentence 1847	festivalini	O	festival	
Sentence 1847	tashkil	O	organize	
Sentence 1847	etdi	O	did	
Sentence 1848	Urganch	B-ORG	Urganch	
Sentence 1848	davlat	I-ORG	state	
Sentence 1848	universiteti	E-ORG	university	
Sentence 1848	Nukus	B-LOC	Defect	
Sentence 1848	shahrida	E-LOC	in the city	
Sentence 1848	ilmiy	O	scientific	
Sentence 1848	laboratoriyalarni	O	laboratories	
Sentence 1848	kengaytirdi	O	expanded	
Sentence 1849	Toshkent	B-LOC	Tashkent	
Sentence 1849	shahridagi	E-LOC	in the city	
Sentence 1849	Toshkent	B-ORG	Tashkent	
Sentence 1849	axborot	I-ORG	information	
Sentence 1849	texnologiyalari	I-ORG	technologies	
Sentence 1849	universiteti	E-ORG	university	
Sentence 1849	yangi	O	new	
Sentence 1849	spektaklni	O	the performance	
Sentence 1849	sahnalashtirdi	O	staged	
Sentence 1850	Samarqand	B-LOC	Samarkand	
Sentence 1850	shahridagi	E-LOC	in the city	
Sentence 1850	Samarqand	B-ORG	Samarkand	
Sentence 1850	davlat	I-ORG	state	
Sentence 1850	universiteti	E-ORG	university	
Sentence 1850	va	O	and	
Sentence 1850	Nukus	B-LOC	Defect	
Sentence 1850	shahridagi	E-LOC	in the city	
Sentence 1850	Nukus	B-ORG	Defect	
Sentence 1850	davlat	I-ORG	state	
Sentence 1850	universiteti	E-ORG	university	
Sentence 1850	til	O	language	
Sentence 1850	kurslarini	O	courses	
Sentence 1850	ochdi	O	opened	
Sentence 1851	Andijon	B-LOC	Andijan	
Sentence 1851	shahridagi	E-LOC	in the city	
Sentence 1851	Andijon	B-ORG	Andijan	
Sentence 1851	davlat	I-ORG	state	
Sentence 1851	universiteti	E-ORG	university	
Sentence 1851	ilmiy	O	scientific	
Sentence 1851	konferensiyada	O	at the conference	
Sentence 1851	qatnashdi	O	attended	
Sentence 1852	Namangan	B-LOC	Namangan	
Sentence 1852	viloyatida	E-LOC	in the region	
Sentence 1852	Namangan	B-LOC	Namangan	
Sentence 1852	shahridagi	E-LOC	in the city	
Sentence 1852	Namangan	B-ORG	Namangan	
Sentence 1852	davlat	I-ORG	state	
Sentence 1852	universiteti	E-ORG	university	
Sentence 1852	yangi	O	new	
Sentence 1852	o'quv	O	study	
Sentence 1852	binosini	O	the building	
Sentence 1852	ishga	O	to work	
Sentence 1852	tushirdi	O	dropped	
Sentence 1853	Samarqand	B-LOC	Samarkand	
Sentence 1853	viloyatida	E-LOC	in the region	
Sentence 1853	Samarqand	B-LOC	Samarkand	
Sentence 1853	shahridagi	E-LOC	in the city	
Sentence 1853	Samarqand	B-ORG	Samarkand	
Sentence 1853	davlat	I-ORG	state	
Sentence 1853	universiteti	E-ORG	university	
Sentence 1853	professorlari	S-PER	professors	
Sentence 1853	ilmiy	O	scientific	
Sentence 1853	maqolalarini	O	articles	
Sentence 1853	chop	O	print	
Sentence 1853	etdi	O	did	
Sentence 1854	Toshkent	B-LOC	Tashkent	
Sentence 1854	shahridagi	E-LOC	in the city	
Sentence 1854	Toshkent	B-ORG	Tashkent	
Sentence 1854	axborot	I-ORG	information	
Sentence 1854	texnologiyalari	I-ORG	technologies	
Sentence 1854	universiteti	E-ORG	university	
Sentence 1854	IT	O	IT	
Sentence 1854	konferensiya	O	conference	
Sentence 1854	o'tkazdi	O	spent	
Sentence 1855	Toshkent	B-LOC	Tashkent	
Sentence 1855	viloyatida	E-LOC	in the region	
Sentence 1855	joylashgan	O	is located	
Sentence 1855	O'zbekiston	B-ORG	Uzbekistan	
Sentence 1855	milliy	I-ORG	national	
Sentence 1855	universiteti	E-ORG	university	
Sentence 1855	yangi	O	new	
Sentence 1855	ilmiy	O	scientific	
Sentence 1855	markazni	O	center	
Sentence 1855	ochdi	O	opened	
Sentence 1856	Andijon	B-LOC	Andijan	
Sentence 1856	viloyatida	E-LOC	in the region	
Sentence 1856	Andijon	B-LOC	Andijan	
Sentence 1856	shahridagi	E-LOC	in the city	
Sentence 1856	Andijon	B-ORG	Andijan	
Sentence 1856	davlat	I-ORG	state	
Sentence 1856	universiteti	E-ORG	university	
Sentence 1856	talabalari	O	students	
Sentence 1856	xalqaro	O	international	
Sentence 1856	tanlovda	O	in the contest	
Sentence 1856	g'olib	O	winner	
Sentence 1856	bo'ldi	O	it has been	
Sentence 1857	Namangan	B-LOC	Namangan	
Sentence 1857	viloyatida	E-LOC	in the region	
Sentence 1857	Namangan	B-LOC	Namangan	
Sentence 1857	shahridagi	E-LOC	in the city	
Sentence 1857	Namangan	B-ORG	Namangan	
Sentence 1857	davlat	I-ORG	state	
Sentence 1857	universiteti	E-ORG	university	
Sentence 1857	yangi	O	new	
Sentence 1857	grantlarni	O	grants	
Sentence 1857	yutib	O	win	
Sentence 1857	oldi	O	took	
Sentence 1858	Buxoro	B-LOC	Bukhara	
Sentence 1858	viloyatida	E-LOC	in the region	
Sentence 1858	Buxoro	B-LOC	Bukhara	
Sentence 1858	shahridagi	E-LOC	in the city	
Sentence 1858	Buxoro	B-ORG	Bukhara	
Sentence 1858	davlat	I-ORG	state	
Sentence 1858	universiteti	E-ORG	university	
Sentence 1858	tibbiy	O	medical	
Sentence 1858	uskunalarni	O	equipment	
Sentence 1858	yangiladi	O	updated	
Sentence 1859	Farg'ona	B-LOC	Fergana	
Sentence 1859	viloyatida	E-LOC	in the region	
Sentence 1859	Farg'ona	B-LOC	Fergana	
Sentence 1859	shahridagi	E-LOC	in the city	
Sentence 1859	Farg'ona	B-ORG	Fergana	
Sentence 1859	davlat	I-ORG	state	
Sentence 1859	universiteti	E-ORG	university	
Sentence 1859	texnologik	O	technological	
Sentence 1859	yarmarka	O	fair	
Sentence 1859	o'tkazdi	O	spent	
Sentence 1860	Farg'ona	B-LOC	Fergana	
Sentence 1860	viloyatida	E-LOC	in the region	
Sentence 1860	joylashgan	O	is located	
Sentence 1860	Farg'ona	B-LOC	Fergana	
Sentence 1860	shahridagi	E-LOC	in the city	
Sentence 1860	Farg'ona	B-ORG	Fergana	
Sentence 1860	davlat	I-ORG	state	
Sentence 1860	universiteti	E-ORG	university	
Sentence 1860	ilmiy	O	scientific	
Sentence 1860	tadbir	O	event	
Sentence 1860	tashkil	O	organize	
Sentence 1860	etdi	O	did	
Sentence 1861	Toshkent	B-LOC	Tashkent	
Sentence 1861	viloyatida	E-LOC	in the region	
Sentence 1861	joylashgan	O	is located	
Sentence 1861	Toshkent	B-LOC	Tashkent	
Sentence 1861	shahridagi	E-LOC	in the city	
Sentence 1861	Toshkent	B-ORG	Tashkent	
Sentence 1861	axborot	I-ORG	information	
Sentence 1861	texnologiyalari	I-ORG	technologies	
Sentence 1861	universiteti	E-ORG	university	
Sentence 1861	yangi	O	new	
Sentence 1861	fakultet	O	Faculty	
Sentence 1861	ochdi	O	opened	
Sentence 1862	Xorazm	B-LOC	Khorezm	
Sentence 1862	viloyatida	E-LOC	in the region	
Sentence 1862	joylashgan	O	is located	
Sentence 1862	Urganch	B-LOC	Urganch	
Sentence 1862	shahridagi	E-LOC	in the city	
Sentence 1862	Urganch	B-ORG	Urganch	
Sentence 1862	davlat	I-ORG	state	
Sentence 1862	universiteti	E-ORG	university	
Sentence 1862	magistratura	O	master's degree	
Sentence 1862	dasturlarini	O	programs	
Sentence 1862	kengaytirdi	O	expanded	
Sentence 1863	Jizzax	B-LOC	Jizzakh	
Sentence 1863	viloyatida	E-LOC	in the region	
Sentence 1863	joylashgan	O	is located	
Sentence 1863	Jizzax	B-LOC	Jizzakh	
Sentence 1863	shahridagi	E-LOC	in the city	
Sentence 1863	Jizzax	B-ORG	Jizzakh	
Sentence 1863	davlat	I-ORG	state	
Sentence 1863	universiteti	E-ORG	university	
Sentence 1863	yangi	O	new	
Sentence 1863	darsliklar	O	textbooks	
Sentence 1863	nashr	O	publication	
Sentence 1863	qildi	O	did	
Sentence 1864	Nukus	B-LOC	Defect	
Sentence 1864	shahridagi	E-LOC	in the city	
Sentence 1864	Nukus	B-ORG	Defect	
Sentence 1864	davlat	I-ORG	state	
Sentence 1864	universiteti	E-ORG	university	
Sentence 1864	ilmiy	O	scientific	
Sentence 1864	anjuman	O	convention	
Sentence 1864	o'tkazdi	O	spent	
Sentence 1865	Surxandaryo	B-LOC	Surkhandarya	
Sentence 1865	viloyatida	E-LOC	in the region	
Sentence 1865	joylashgan	O	is located	
Sentence 1865	Termiz	B-LOC	We sweat	
Sentence 1865	shahridagi	E-LOC	in the city	
Sentence 1865	Termiz	B-ORG	We sweat	
Sentence 1865	davlat	I-ORG	state	
Sentence 1865	universiteti	E-ORG	university	
Sentence 1865	talabalariga	O	to students	
Sentence 1865	stipendiyalar	O	scholarships	
Sentence 1865	topshirildi	O	submitted	
Sentence 1866	Toshkent	B-LOC	Tashkent	
Sentence 1866	viloyatida	E-LOC	in the region	
Sentence 1866	joylashgan	O	is located	
Sentence 1866	Toshkent	B-LOC	Tashkent	
Sentence 1866	shahridagi	E-LOC	in the city	
Sentence 1866	Moliya	B-ORG	Finance	
Sentence 1866	instituti	E-ORG	institute	
Sentence 1866	moliyaviy	O	financial	
Sentence 1866	seminar	O	seminar	
Sentence 1866	o'tkazdi	O	spent	
Sentence 1867	Surxandaryo	B-LOC	Surkhandarya	
Sentence 1867	viloyatida	E-LOC	in the region	
Sentence 1867	joylashgan	O	is located	
Sentence 1867	Oliy	B-ORG	High	
Sentence 1867	ta'lim	I-ORG	education	
Sentence 1867	fan	I-ORG	science	
Sentence 1867	va	I-ORG	and	
Sentence 1867	innovatsiyalar	I-ORG	innovations	
Sentence 1867	vazirligi	E-ORG	ministry	
Sentence 1867	professorlar	S-PER	professors	
Sentence 1867	kengashini	O	council	
Sentence 1867	o'tkazdi	O	spent	
Sentence 1868	Samarqand	B-LOC	Samarkand	
Sentence 1868	viloyatida	E-LOC	in the region	
Sentence 1868	joylashgan	O	is located	
Sentence 1868	Samarqand	B-LOC	Samarkand	
Sentence 1868	shahridagi	E-LOC	in the city	
Sentence 1868	Samarqand	B-ORG	Samarkand	
Sentence 1868	davlat	I-ORG	state	
Sentence 1868	universiteti	E-ORG	university	
Sentence 1868	yangi	O	new	
Sentence 1868	klinikani	O	the clinic	
Sentence 1868	ishga	O	to work	
Sentence 1868	tushirdi	O	dropped	
Sentence 1869	Toshkent	B-LOC	Tashkent	
Sentence 1869	viloyatida	E-LOC	in the region	
Sentence 1869	joylashgan	O	is located	
Sentence 1869	Toshkent	B-LOC	Tashkent	
Sentence 1869	shahridagi	E-LOC	in the city	
Sentence 1869	Toshkent	B-ORG	Tashkent	
Sentence 1869	axborot	I-ORG	information	
Sentence 1869	texnologiyalari	I-ORG	technologies	
Sentence 1869	universiteti	E-ORG	university	
Sentence 1869	til	O	language	
Sentence 1869	kurslarini	O	courses	
Sentence 1869	kengaytirdi	O	expanded	
Sentence 1870	Surxandaryo	B-LOC	Surkhandarya	
Sentence 1870	viloyatida	E-LOC	in the region	
Sentence 1870	joylashgan	O	is located	
Sentence 1870	Termiz	B-LOC	We sweat	
Sentence 1870	shahridagi	E-LOC	in the city	
Sentence 1870	Termiz	B-ORG	We sweat	
Sentence 1870	davlat	I-ORG	state	
Sentence 1870	universiteti	E-ORG	university	
Sentence 1870	yangi	O	new	
Sentence 1870	loyihalarni	O	projects	
Sentence 1870	taqdim	O	present	
Sentence 1870	etdi	O	did	
Sentence 1871	Namangan	B-LOC	Namangan	
Sentence 1871	viloyatida	E-LOC	in the region	
Sentence 1871	joylashgan	O	is located	
Sentence 1871	Namangan	B-LOC	Namangan	
Sentence 1871	shahridagi	E-LOC	in the city	
Sentence 1871	Namangan	B-ORG	Namangan	
Sentence 1871	davlat	I-ORG	state	
Sentence 1871	universiteti	E-ORG	university	
Sentence 1871	xalqaro	O	international	
Sentence 1871	seminarda	O	in the seminar	
Sentence 1871	qatnashdi	O	attended	
Sentence 1872	Buxoro	B-LOC	Bukhara	
Sentence 1872	viloyatida	E-LOC	in the region	
Sentence 1872	joylashgan	O	is located	
Sentence 1872	Buxoro	B-LOC	Bukhara	
Sentence 1872	shahridagi	E-LOC	in the city	
Sentence 1872	Buxoro	B-ORG	Bukhara	
Sentence 1872	davlat	I-ORG	state	
Sentence 1872	universiteti	E-ORG	university	
Sentence 1872	ilmiy	O	scientific	
Sentence 1872	konferensiya	O	conference	
Sentence 1872	tashkil	O	organize	
Sentence 1872	etdi	O	did	
Sentence 1873	Farg'ona	B-LOC	Fergana	
Sentence 1873	viloyatida	E-LOC	in the region	
Sentence 1873	joylashgan	O	is located	
Sentence 1873	Farg'ona	B-LOC	Fergana	
Sentence 1873	shahridagi	E-LOC	in the city	
Sentence 1873	Farg'ona	B-ORG	Fergana	
Sentence 1873	davlat	I-ORG	state	
Sentence 1873	universiteti	E-ORG	university	
Sentence 1873	talabalari	O	students	
Sentence 1873	uchun	O	for	
Sentence 1873	o'quv	O	study	
Sentence 1873	seminari	O	seminar	
Sentence 1873	o'tkazdi	O	spent	
Sentence 1874	Surxandaryo	B-LOC	Surkhandarya	
Sentence 1874	viloyatida	E-LOC	in the region	
Sentence 1874	joylashgan	O	is located	
Sentence 1874	Termiz	B-LOC	We sweat	
Sentence 1874	shahridagi	E-LOC	in the city	
Sentence 1874	Termiz	B-ORG	We sweat	
Sentence 1874	davlat	I-ORG	state	
Sentence 1874	universteti	E-ORG	university	
Sentence 1874	va	O	and	
Sentence 1874	Oliy	B-ORG	High	
